,Address,Latitude,Longitude
55,"14054 Alta Vista Ave, Saratoga, CA 95070, USA",37.2640215,-122.0287927
56,"14018 Alta Vista Ave, Saratoga, CA 95070, USA",37.2641965,-122.0285584
58,"14012 Alta Vista Ave, Saratoga, CA 95070, USA",37.2642917,-122.0284743
59,"14000 Alta Vista Ave, Saratoga, CA 95070, USA",37.2644618,-122.0283168
60,"13446 Alvarado Ct, Saratoga, CA 95070, USA",37.2726824,-122.0014696
62,"18944 Bonnet Way, Saratoga, CA 95070, USA",37.2728646,-122.0011142
65,"18611 Ambleside Ln, Saratoga, CA 95070, USA",37.2543892,-121.9960505
69,"18619 Ambleside Ln, Saratoga, CA 95070, USA",37.255094,-121.995895
70,"14666 Ambric Knolls Rd, Saratoga, CA 95070, USA",37.2548315,-122.0416824
73,"14634 Ambric Knolls Rd, Saratoga, CA 95070, USA",37.2553214,-122.0416158
75,"14865 Andrew Ct, Saratoga, CA 95070, USA",37.2528987,-122.013173
78,"14842 Andrew Ct, Saratoga, CA 95070, USA",37.2530981,-122.0125734
80,"19981 Angus Ct, Saratoga, CA 95070, USA",37.2763374,-122.0225215
82,"19956 Charters Ave, Saratoga, CA 95070, USA",37.2766527,-122.0224105
84,"19944 Charters Ave, Saratoga, CA 95070, USA",37.2765209,-122.0220997
85,"18871 Ansley Pl, Saratoga, CA 95070, USA",37.2858984,-122.0022025
87,"12451 Curry Ct, Saratoga, CA 95070, USA",37.2862041,-122.001936
90,"13000 Anza Dr, Saratoga, CA 95070, USA",37.2799618,-122.009309
92,"19246 De Havilland Dr, Saratoga, CA 95070, USA",37.2803052,-122.0090425
95,"15766 Apollo Heights Ct, Saratoga, CA 95070, USA",37.2365483,-122.0430366
98,"15724 Apollo Heights Ct, Saratoga, CA 95070, USA",37.2369606,-122.0431032
100,"14159 Chester Ave, Saratoga, CA 95070, USA",37.2641933,-122.0024468
103,"14046 Apricot Hill, Saratoga, CA 95070, USA",37.2645157,-122.0026244
104,"14022 Apricot Hill, Saratoga, CA 95070, USA",37.264984,-122.0023801
110,"18564 Rancho Las Cimas Way, Saratoga, CA 95070, USA",37.2515528,-121.9969167
113,"18542 Rancho Las Cimas Way, Saratoga, CA 95070, USA",37.2521122,-121.9965502
115,"18835 Brookside Cir, Saratoga, CA 95070, USA",37.2611637,-122.0311746
116,"18855 Brookside Cir, Saratoga, CA 95070, USA",37.2612613,-122.0311695
117,"20475 Arbeleche Ln, Saratoga, CA 95070, USA",37.2612865,-122.0309205
118,"20509 Arbeleche Ln, Saratoga, CA 95070, USA",37.261479,-122.0307953
119,"18955 Brookside Cir, Saratoga, CA 95070, USA",37.2616542,-122.0307494
120,"18564 Arbolado Way, Saratoga, CA 95070, USA",37.25221,-121.9972942
122,"18541 Rancho Las Cimas Way, Saratoga, CA 95070, USA",37.2526445,-121.9968501
125,"14057 Arcadia Palms Dr, Saratoga, CA 95070, USA",37.2637661,-121.9998705
127,"14020 Arcadia Palms Dr, Saratoga, CA 95070, USA",37.2642344,-121.9996262
130,"12176 Miller Ave, Saratoga, CA 95070, USA",37.2911373,-122.0150606
133,"19557 Arden Ct, Saratoga, CA 95070, USA",37.2915597,-122.0145942
135,"19572 Ardmore Ct, Saratoga, CA 95070, USA",37.2920996,-122.0151716
137,"12072 Miller Ave, Saratoga, CA 95070, USA",37.29254359999999,-122.0148829
140,"20060 Chateau Dr, Saratoga, CA 95070, USA",37.2783313,-122.0269402
142,"20061 Chateau Dr, Saratoga, CA 95070, USA",37.2786384,-122.0266071
145,"13420 Argonne Dr, Saratoga, CA 95070, USA",37.2733498,-122.0312476
147,"20425 Glen Brae Ct, Saratoga, CA 95070, USA",37.2735347,-122.0307591
149,"20446 Glasgow Dr, Saratoga, CA 95070, USA",37.2738742,-122.0306925
150,"21456 Arrowhead Ln, Saratoga, CA 95070, USA",37.2891178,-122.0498519
152,"21451 Arrowhead Ln, Saratoga, CA 95070, USA",37.2895256,-122.0494967
155,"12663 Arroyo De Arguello, Saratoga, CA 95070, USA",37.2843472,-122.03833
157,"12649 Arroyo De Arguello, Saratoga, CA 95070, USA",37.2847281,-122.0380636
160,"18026 King Ct, Saratoga, CA 95070, USA",37.2902991,-122.033356
161,"18060 King Ct, Saratoga, CA 95070, USA",37.2903172,-122.0331522
162,"12327 Julie Ln, Saratoga, CA 95070, USA",37.2905693,-122.0331918
163,"12331 Julie Ln, Saratoga, CA 95070, USA",37.2906353,-122.0331698
164,"12335 Julie Ln, Saratoga, CA 95070, USA",37.29070129999999,-122.0331698
165,"19620 Ascension Dr, Saratoga, CA 95070, USA",37.2917447,-122.0160376
167,"19604 Ascension Dr, Saratoga, CA 95070, USA",37.2917498,-122.0157711
168,"19601 Ascension Dr, Saratoga, CA 95070, USA",37.2922007,-122.0157711
170,"12822 Ashley Ct, Saratoga, CA 95070, USA",37.2824972,-122.0349332
172,"20580 Ashley Way, Saratoga, CA 95070, USA",37.282723,-122.0347773
173,"20570 Ashley Way, Saratoga, CA 95070, USA",37.282772,-122.0343337
175,"20593 Ashley Way, Saratoga, CA 95070, USA",37.2831442,-122.0351552
177,"20581 Ashley Way, Saratoga, CA 95070, USA",37.2831748,-122.0347659
178,"20580 Wardell Rd, Saratoga, CA 95070, USA",37.2836335,-122.0347865
180,"19618 Ashton Ct, Saratoga, CA 95070, USA",37.29100529999999,-122.0160598
182,"19602 Ashton Ct, Saratoga, CA 95070, USA",37.29103720000001,-122.0157045
183,"19603 Ashton Ct, Saratoga, CA 95070, USA",37.291476,-122.0156823
185,"18654 Aspesi Dr, Saratoga, CA 95070, USA",37.2698843,-121.9966237
188,"18665 Aspesi Dr, Saratoga, CA 95070, USA",37.2702965,-121.9964725
189,"18639 Aspesi Dr, Saratoga, CA 95070, USA",37.27023980000001,-121.9961615
190,"18757 Aspesi Dr, Saratoga, CA 95070, USA",37.2710677,-121.9980938
192,"18640 Casa Blanca Ln, Saratoga, CA 95070, USA",37.2714486,-121.9978273
195,"19323 Athos Pl, Saratoga, CA 95070, USA",37.268518,-122.0107712
197,"19313 Athos Pl, Saratoga, CA 95070, USA",37.2685797,-122.0102861
198,"19301 Harleigh Dr, Saratoga, CA 95070, USA",37.2688791,-122.0103528
200,"12212 Atrium Cir, Saratoga, CA 95070, USA",37.2912987,-122.0314503
201,"12212 Kirkmont Dr, Saratoga, CA 95070, USA",37.2913328,-122.0314289
203,"20427 Kirkmont Dr, Saratoga, CA 95070, USA",37.2917739,-122.031185
204,"20415 Kirkmont Dr, Saratoga, CA 95070, USA",37.29177,-122.031082
205,"12138 Atrium Dr, Saratoga, CA 95070, USA",37.2926178,-122.0309776
206,"12136 Atrium Dr, Saratoga, CA 95070, USA",37.2926629,-122.0309072
207,"12130 Atrium Dr, Saratoga, CA 95070, USA",37.2927849,-122.0307522
208,"12116 Atrium Dr, Saratoga, CA 95070, USA",37.2928867,-122.0306337
209,"12110 Atrium Dr, Saratoga, CA 95070, USA",37.2929485,-122.0306781
210,"28001 Audrey Smith Ln, Saratoga, CA 95070, USA",37.2512813,-122.0282724
212,"20270 Cll Montalvo, Saratoga, CA 95070, USA",37.2515898,-122.0278727
215,"15288 Quito Rd, Saratoga, CA 95070, USA",37.2470947,-121.9965488
217,"18603 Avon Ln, Saratoga, CA 95070, USA",37.2474121,-121.9964947
220,"12775 Bach Ct, Saratoga, CA 95070, USA",37.2834638,-122.0109079
223,"19341 Brockton Ln, Saratoga, CA 95070, USA",37.2840046,-122.0107969
224,"19329 Brockton Ln, Saratoga, CA 95070, USA",37.2840136,-122.0103306
225,"21051 Bank Mill Ln, Saratoga, CA 95070, USA",37.2573113,-122.0432496
229,"21029 Bank Mill Rd, Saratoga, CA 95070, USA",37.257282,-122.0425926
230,"21175 Bank Mill Rd, Saratoga, CA 95070, USA",37.2544843,-122.04408
233,"21158 Bank Mill Rd, Saratoga, CA 95070, USA",37.2551042,-122.0437692
235,"14915 Baranga Ln, Saratoga, CA 95070, USA",37.2514687,-122.0167404
239,"14875 Baranga Ln, Saratoga, CA 95070, USA",37.2520661,-122.0167482
240,"14232 Juniper Ln, Saratoga, CA 95070, USA",37.2611642,-122.024724
242,"14240 Barksdale Ct, Saratoga, CA 95070, USA",37.2612445,-122.0242757
243,"14228 Loveland Ct, Saratoga, CA 95070, USA",37.2615802,-122.0244089
245,"19909 Baroni Ct, Saratoga, CA 95070, USA",37.2678514,-122.0208118
248,"19900 Saratoga Ave, Saratoga, CA 95070, USA",37.2683415,-122.0203651
250,"18465 Baylor Ave, Saratoga, CA 95070, USA",37.2803739,-121.9936518
252,"5240 Bobbie Ave, San Jose, CA 95130, USA",37.2806943,-121.9932742
255,"20840 Beauchamps Ct, Saratoga, CA 95070, USA",37.2870543,-122.0393301
258,"12502 Beauchamps Ct, Saratoga, CA 95070, USA",37.2871861,-122.0388086
259,"12476 Beauchamps Ln, Saratoga, CA 95070, USA",37.2875464,-122.0386853
260,"12200 Beauchamps Ln, Saratoga, CA 95070, USA",37.290501,-122.039575
261,"Beauchamps Park, 15138-17176 Beauchamps Ln, Saratoga, CA 95070, USA",37.2905631,-122.0395861
265,"13550 Beaumont Ave, Saratoga, CA 95070, USA",37.2713189,-122.0242091
267,"13540 Beaumont Ave, Saratoga, CA 95070, USA",37.271696,-122.0241425
268,"13531 Howen Dr, Saratoga, CA 95070, USA",37.2716782,-122.023765
270,"18800 Bella Vina, Saratoga, CA 95070, USA",37.2770472,-122.0388629
273,"13111 Pierce Rd, Saratoga, CA 95070, USA",37.2775256,-122.0384963
275,"15310 Bellecourt, Saratoga, CA 95070, USA",37.2458785,-122.0165706
278,"15280 Bellecourt, Saratoga, CA 95070, USA",37.24636600000001,-122.0166372
280,"18886 Bellgrove Cir, Saratoga, CA 95070, USA",37.2770719,-122.0038681
281,"18882 Bellgrove Cir, Saratoga, CA 95070, USA",37.2772222,-122.0038681
283,"18880 Bellgrove Cir, Saratoga, CA 95070, USA",37.277398,-122.0038459
284,"18871 Bellgrove Cir, Saratoga, CA 95070, USA",37.2775344,-122.0032685
285,"15495 Belnap Way, Saratoga, CA 95070, USA",37.2442033,-122.0437692
289,"15479 Belnap Way, Saratoga, CA 95070, USA",37.2448022,-122.0439024
290,"13252 Berwick St, Saratoga, CA 95070, USA",37.2750984,-121.9960479
292,"13229 McCulloch Ave, Saratoga, CA 95070, USA",37.2753136,-121.995652
294,"13225 McCulloch Ave, Saratoga, CA 95070, USA",37.275547,-121.995682
295,"19610 3 Oaks Way, Saratoga, CA 95070, USA",37.2500523,-122.0159448
298,"19557 3 Oaks Way, Saratoga, CA 95070, USA",37.2505826,-122.0156823
300,"18846 Biarritz Ct, Saratoga, CA 95070, USA",37.2832269,-121.999611
302,"18847 Biarritz Ct, Saratoga, CA 95070, USA",37.2834959,-121.9993339
304,"12654 Biarritz Ln, Saratoga, CA 95070, USA",37.2835766,-121.9991487
305,"18882 Biarritz Ln, Saratoga, CA 95070, USA",37.28366949999999,-121.999822
307,"18883 Biarritz Ln, Saratoga, CA 95070, USA",37.2839057,-121.9996305
309,"12600 Saratoga Ave, Saratoga, CA 95070, USA",37.2841856,-121.9994041
310,"14426 Black Walnut Ct, Saratoga, CA 95070, USA",37.2586545,-122.0155935
314,"19550 Douglass Ln, Saratoga, CA 95070, USA",37.2592708,-122.0150528
315,"12990 Regan Ln, Saratoga, CA 95070, USA",37.2795655,-122.0298266
317,"12974 Regan Ln, Saratoga, CA 95070, USA",37.2798487,-122.0297793
318,"20346 Craigen Cir, Saratoga, CA 95070, USA",37.2798497,-122.0293825
320,"15280 El Camino Grande, Saratoga, CA 95070, USA",37.24672959999999,-122.0047564
324,"15209 Blue Gum Ct, Saratoga, CA 95070, USA",37.2471208,-122.0039569
325,"21260 Blue Hills Ln, Saratoga, CA 95070, USA",37.2911291,-122.0469216
335,"12496 Blue Meadow Ct, Saratoga, CA 95070, USA",37.286298,-122.0314252
337,"12513 Sumner Dr, Saratoga, CA 95070, USA",37.28650710000001,-122.0309811
340,"19954 Blythe Ct, Saratoga, CA 95070, USA",37.2805419,-122.0222442
342,"19939 Blythe Ct, Saratoga, CA 95070, USA",37.2809204,-122.0219664
345,"15470 Bohlman Rd, Saratoga, CA 95070, USA",37.2446931,-122.0428191
348,"15380 Kittridge Rd, Saratoga, CA 95070, USA",37.2450129,-122.042082
350,"19000 Bonnet Way, Saratoga, CA 95070, USA",37.2737139,-122.0032241
352,"18994 Bonnet Way, Saratoga, CA 95070, USA",37.2736062,-122.0029576
355,"15050 Bonnie Brae Ln, Saratoga, CA 95070, USA",37.2495389,-122.0243867
357,"15000 Bonnie Brae Ln, Saratoga, CA 95070, USA",37.2499938,-122.0242808
360,"20171 Bonnie Brae Way, Saratoga, CA 95070, USA",37.2518142,-122.0260078
363,"20141 Bonnie Brae Way, Saratoga, CA 95070, USA",37.2518225,-122.0255413
364,"20110 Mendelsohn Ln, Saratoga, CA 95070, USA",37.2521781,-122.0252971
365,"19875 Bonnie Ridge Way, Saratoga, CA 95070, USA",37.2741306,-122.0206785
367,"19855 Bonnie Ridge Way, Saratoga, CA 95070, USA",37.2742988,-122.0202949
369,"19835 Bonnie Ridge Way, Saratoga, CA 95070, USA",37.2745046,-122.0201234
370,"24140 Booker Creek Rd, Saratoga, CA 95070, USA",37.2554199,-122.04849
371,"14669 Bougainvillea Ct, Saratoga, CA 95070, USA",37.2556149,-122.0484312
374,"14664 Bougainvillea Ct, Saratoga, CA 95070, USA",37.25589920000001,-122.0479872
375,"19255 Bountiful Acres Way, Saratoga, CA 95070, USA",37.2414164,-122.008665
378,"19239 Bountiful Acres Way, Saratoga, CA 95070, USA",37.24177580000001,-122.0082209
380,"20907 Bowhill Ct, Saratoga, CA 95070, USA",37.2912721,-122.0402837
384,"12134 Beauchamps Ln, Saratoga, CA 95070, USA",37.2917386,-122.0394845
385,"20837 Boyce Ln, Saratoga, CA 95070, USA",37.2685863,-122.0385077
387,"20843 Verde Vista Ln, Saratoga, CA 95070, USA",37.2689138,-122.0384188
389,"20800 Verde Vista Ln, Saratoga, CA 95070, USA",37.2688222,-122.0379748
390,"9560 Braemar Ct, Saratoga, CA 95070, USA",37.2735746,-122.0163787
392,"19580 Braemar Ct, Saratoga, CA 95070, USA",37.2736809,-122.0160598
394,"19600 Scotland Dr, Saratoga, CA 95070, USA",37.2740325,-122.0160154
395,"19801 Braemar Dr, Saratoga, CA 95070, USA",37.2719643,-122.019324
397,"19783 Braemar Dr, Saratoga, CA 95070, USA",37.2719694,-122.0190576
398,"19601 Kilt Ct, Saratoga, CA 95070, USA",37.2723185,-122.0191464
400,"12920 Brandywine Dr, Saratoga, CA 95070, USA",37.2805218,-122.032824
404,"12855 Saratoga Sunnyvale Rd, Saratoga, CA 95070, USA",37.2809567,-122.0329284
405,"12970 Brandywine Dr, Saratoga, CA 95070, USA",37.27963099999999,-122.0330262
406,"12960 Brandywine Dr, Saratoga, CA 95070, USA",37.2797595,-122.0327835
408,"12950 Brandywine Dr, Saratoga, CA 95070, USA",37.2800278,-122.0327336
410,"20153 Glen Brae Dr, Saratoga, CA 95070, USA",37.2735092,-122.0256079
412,"20132 Edinburgh Dr, Saratoga, CA 95070, USA",37.2738526,-122.0253415
415,"19382 Brockton Ln, Saratoga, CA 95070, USA",37.2834198,-122.011241
419,"19363 Brockton Ln, Saratoga, CA 95070, USA",37.2839364,-122.0110856
420,"19101 Brook Ln, Saratoga, CA 95070, USA",37.2942062,-122.0066219
421,"11991 Brookridge Dr, Saratoga, CA 95070, USA",37.29441,-122.0064443
423,"11971 Brookridge Dr, Saratoga, CA 95070, USA",37.2945348,-122.0064665
425,"12743 Brookglen Ct, Saratoga, CA 95070, USA",37.2833628,-122.0076879
427,"19172 Brockton Ln, Saratoga, CA 95070, USA",37.2837291,-122.0075324
429,"12680 Brookglen Ct, Saratoga, CA 95070, USA",37.2838776,-122.0069772
430,"11890 Brookridge Dr, Saratoga, CA 95070, USA",37.295703,-122.0056448
433,"19045 Brookhaven Dr, Saratoga, CA 95070, USA",37.2961323,-122.0054671
434,"19029 Brookhaven Dr, Saratoga, CA 95070, USA",37.2961119,-122.0052228
435,"19111 Brooknoll Ct, Saratoga, CA 95070, USA",37.2952951,-122.0064893
436,"19101 Brooknoll Ct, Saratoga, CA 95070, USA",37.2953874,-122.0065053
437,"11931 Brookridge Dr, Saratoga, CA 95070, USA",37.29538,-122.0061556
438,"11891 Brookridge Dr, Saratoga, CA 95070, USA",37.295712,-122.0063062
440,"11928 Brookridge Dr, Saratoga, CA 95070, USA",37.29515019999999,-122.0057336
442,"11910 Brookridge Dr, Saratoga, CA 95070, USA",37.2954024,-122.0056448
444,"19038 Brookhaven Dr, Saratoga, CA 95070, USA",37.2956584,-122.0053561
445,"19176 Brookview Dr, Saratoga, CA 95070, USA",37.2889189,-122.0086428
447,"19165 Brookview Dr, Saratoga, CA 95070, USA",37.2893136,-122.0082927
450,"20571 Brookwood Ln, Saratoga, CA 95070, USA",37.2604755,-122.0332586
451,"20567 Brookwood Ln, Saratoga, CA 95070, USA",37.2606297,-122.0330588
454,"20531 Brookwood Ln, Saratoga, CA 95070, USA",37.2607119,-122.0327874
455,"19921 Buckhaven Ln, Saratoga, CA 95070, USA",37.274805,-122.0214335
457,"19901 Buckhaven Ln, Saratoga, CA 95070, USA",37.2748914,-122.0210926
458,"19922 Scotland Dr, Saratoga, CA 95070, USA",37.275183,-122.0213603
459,"19906 Scotland Dr, Saratoga, CA 95070, USA",37.2753255,-122.0210782
460,"19141 Portos Dr, Saratoga, CA 95070, USA",37.2717839,-122.0068505
462,"19145 Buckingham Ct, Saratoga, CA 95070, USA",37.2720543,-122.0067996
464,"13501 Ward Way, Saratoga, CA 95070, USA",37.2722773,-122.0066145
465,"19466 Burgundy Way, Saratoga, CA 95070, USA",37.2562077,-122.0124846
468,"19450 Burgundy Way, Saratoga, CA 95070, USA",37.2566549,-122.0125862
469,"19438 Burgundy Way, Saratoga, CA 95070, USA",37.2566741,-122.0116852
470,"12148 Farr Ranch Rd, Saratoga, CA 95070, USA",37.2917184,-122.0417934
474,"12051 Beauchamps Ln, Saratoga, CA 95070, USA",37.2924103,-122.0409942
475,"14231 Burns Way, Saratoga, CA 95070, USA",37.2612345,-122.0345335
477,"20636 Marion Rd, Saratoga, CA 95070, USA",37.2616237,-122.0344891
479,"20602 Marion Rd, Saratoga, CA 95070, USA",37.2618129,-122.0340312
480,"14791 Butano Terrace, Saratoga, CA 95070, USA",37.2525712,-122.0311056
482,"14790 Butano Terrace, Saratoga, CA 95070, USA",37.2528529,-122.0306037
485,"18929 Cabernet Dr, Saratoga, CA 95070, USA",37.2897439,-121.9982937
487,"18748 Cabernet Dr, Saratoga, CA 95070, USA",37.2900911,-121.9978273
495,"13712 Camino Rico, Saratoga, CA 95070, USA",37.2689478,-122.0264614
497,"13696 Camino Rico, Saratoga, CA 95070, USA",37.2691462,-122.0264295
498,"13685 Saratoga Vista Ave, Saratoga, CA 95070, USA",37.2693552,-122.0259854
500,"13941 Camino Barco, Saratoga, CA 95070, USA",37.2665931,-122.003898
502,"13929 Camino Barco, Saratoga, CA 95070, USA",37.2670198,-122.0040458
503,"13926 Camino Barco, Saratoga, CA 95070, USA",37.266858,-122.0033351
505,"19275 San Marcos Rd, Saratoga, CA 95070, USA",37.2584173,-122.0096421
510,"12298 Candy Ct, Saratoga, CA 95070, USA",37.2894346,-122.0137282
512,"12280 Candy Ct, Saratoga, CA 95070, USA",37.2896855,-122.013706
513,"12279 Mabel Ct, Saratoga, CA 95070, USA",37.2896557,-122.0133063
514,"12257 Mabel Ct, Saratoga, CA 95070, USA",37.2899442,-122.0132841
515,"12133 Candy Ln, Saratoga, CA 95070, USA",37.2913992,-122.0140584
518,"12140 Candy Ln, Saratoga, CA 95070, USA",37.2915669,-122.0135727
519,"12124 Candy Ln, Saratoga, CA 95070, USA",37.2917695,-122.0134617
520,"20735 Canyon View Ct, Saratoga, CA 95070, USA",37.2629802,-122.0357203
521,"20725 Canyon View Dr, Saratoga, CA 95070, USA",37.26305809999999,-122.035466
523,"20700 Reid Ln, Saratoga, CA 95070, USA",37.2633873,-122.0355636
524,"20680 Reid Ln, Saratoga, CA 95070, USA",37.26346729999999,-122.0352936
525,"20880 Canyon View Dr, Saratoga, CA 95070, USA",37.2604109,-122.0388851
527,"14291 Elva Ave, Saratoga, CA 95070, USA",37.2605958,-122.0383966
530,"14550 Carnelian Cir, Saratoga, CA 95070, USA",37.2578166,-122.024084
531,"14550 Carnelian Glen Ct, Saratoga, CA 95070, USA",37.2580022,-122.0240168
533,"14547 Carnelian Glen Ct, Saratoga, CA 95070, USA",37.2582104,-122.0235712
535,"14631 Carnelian Glen Ct, Saratoga, CA 95070, USA",37.2564863,-122.0267181
537,"14617 Carnelian Glen Ct, Saratoga, CA 95070, USA",37.2568125,-122.0266959
539,"14578 Carnelian Glen Ct, Saratoga, CA 95070, USA",37.2569526,-122.0260385
540,"20585 Carniel Ave, Saratoga, CA 95070, USA",37.2863359,-122.0339785
542,"20571 Carniel Ave, Saratoga, CA 95070, USA",37.28632899999999,-122.0336899
543,"20540 Gordon Ct, Saratoga, CA 95070, USA",37.2866698,-122.0335566
545,"12802 Carniel Ct, Saratoga, CA 95070, USA",37.2826656,-122.0359323
547,"20604 Ashley Way, Saratoga, CA 95070, USA",37.2827499,-122.035466
548,"12782 Carniel Ave, Saratoga, CA 95070, USA",37.2832184,-122.0358435
549,"20605 Ashley Way, Saratoga, CA 95070, USA",37.2832008,-122.035466
550,"12144 Carol Ln, Saratoga, CA 95070, USA",37.2922744,-122.0287386
552,"12122 Carol Ln, Saratoga, CA 95070, USA",37.2924999,-122.0287386
553,"12111 Covina Ct, Saratoga, CA 95070, USA",37.2925318,-122.0283834
554,"12099 Covina Ct, Saratoga, CA 95070, USA",37.2927452,-122.0283612
555,"13239 Carrick Ave, Saratoga, CA 95070, USA",37.2753279,-121.9977573
556,"13239 Carrick St, Saratoga, CA 95070, USA",37.2753033,-121.9977448
557,"13215 Carrick Ave, Saratoga, CA 95070, USA",37.2756007,-121.9977182
559,"13212 Carrick Ave, Saratoga, CA 95070, USA",37.2757426,-121.9971341
560,"18800 Casa Blanca Ln, Saratoga, CA 95070, USA",37.2715729,-122.0004043
561,"18780 Casa Blanca Ln, Saratoga, CA 95070, USA",37.271578,-122.0001377
563,"13510 Bonnet Way, Saratoga, CA 95070, USA",37.27207,-122.0000704
565,"14634 Granite Way, Saratoga, CA 95070, USA",37.2565173,-122.0107081
568,"14600 Granite Way, Saratoga, CA 95070, USA",37.2570557,-122.0107303
570,"21258 Chadwick Ct, Saratoga, CA 95070, USA",37.2760864,-122.0457228
573,"21215 Chadwick Ct, Saratoga, CA 95070, USA",37.27667,-122.0453454
575,"13415 Pierce Rd, Saratoga, CA 95070, USA",37.2730952,-122.0436804
585,"20412 Chalet Ln, Saratoga, CA 95070, USA",37.2696166,-122.0307841
587,"20400 Chalet Ln, Saratoga, CA 95070, USA",37.2696435,-122.0305149
588,"20373 Chalet Ln, Saratoga, CA 95070, USA",37.2701075,-122.0304379
590,"19548 Chardonnay Ct, Saratoga, CA 95070, USA",37.2793881,-122.0156963
592,"19546 Chardonnay Ct, Saratoga, CA 95070, USA",37.2796236,-122.0151716
594,"19538 Chardonnay Ct, Saratoga, CA 95070, USA",37.2799083,-122.0153492
595,"19280 Ten Oak Way, Saratoga, CA 95070, USA",37.2763129,-122.0188932
596,"13230 Ten Oak Way, Saratoga, CA 95070, USA",37.2763132,-122.0188925
597,"13218 Ten Oak Way, Saratoga, CA 95070, USA",37.2766081,-122.0188799
598,"13242 Via Grande Dr, Saratoga, CA 95070, USA",37.27644129999999,-122.0184358
599,"13224 Via Grande Dr, Saratoga, CA 95070, USA",37.2767541,-122.018458
600,"20012 Charters Ct, Saratoga, CA 95070, USA",37.2775892,-122.022182
602,"19965 Via Escuela Dr, Saratoga, CA 95070, USA",37.2779209,-122.0222551
603,"19943 Via Escuela Dr, Saratoga, CA 95070, USA",37.27797959999999,-122.021811
605,"20255 Argonaut Dr, Saratoga, CA 95070, USA",37.2788535,-122.02714
606,"20241 Argonaut Dr, Saratoga, CA 95070, USA",37.2790574,-122.0269624
609,"20231 Argonaut Dr, Saratoga, CA 95070, USA",37.2792626,-122.0267181
610,"14211 Chester Ave, Saratoga, CA 95070, USA",37.2614677,-122.0047564
614,"18905 10 Acres Rd, Saratoga, CA 95070, USA",37.2616588,-122.0039347
615,"12602 Cheverly Ct, Saratoga, CA 95070, USA",37.2850396,-122.0278727
617,"12465 Fredericksburg Dr, Saratoga, CA 95070, USA",37.2854097,-122.0275175
620,"12888 Chiquita Ct, Saratoga, CA 95070, USA",37.2798968,-122.046855
623,"21273 Diamond Oaks Ct, Saratoga, CA 95070, USA",37.28053,-122.0464998
625,"21247 Chiquita Way, Saratoga, CA 95070, USA",37.2748941,-122.0445684
630,"13378 Christie Dr, Saratoga, CA 95070, USA",37.2739643,-122.0065109
632,"19090 Dagmar Dr, Saratoga, CA 95070, USA",37.2740821,-122.0062444
634,"19091 Dagmar Dr, Saratoga, CA 95070, USA",37.2744255,-122.0059779
635,"19249 Citrus Ln, Saratoga, CA 95070, USA",37.2424596,-122.0094265
638,"19220 Saratoga-Los Gatos Rd, Saratoga, CA 95070, USA",37.2428384,-122.0088883
640,"12534 Sumner Dr, Saratoga, CA 95070, USA",37.2857928,-122.0303595
642,"20375 Claridge Ct, Saratoga, CA 95070, USA",37.2858126,-122.029982
643,"20374 Claridge Ct, Saratoga, CA 95070, USA",37.2863177,-122.0301262
