,Address,Latitude,Longitude
102,"1208 Albacore Terrace, Fremont, CA 94536, USA",37.55945699999999,-121.9731882
104,"1188 Angelfish Terrace, Fremont, CA 94536, USA",37.559555,-121.972949
105,"39498 Albany Common, Fremont, CA 94538, USA",37.5536469,-121.9716087
108,"5387 Quebec Common, Fremont, CA 94555, USA",37.5605846,-122.0528514
110,"34468 Alberta Terrace, Fremont, CA 94555, USA",37.5607884,-122.0525731
111,"41407 Albrae St, Fremont, CA 94538, USA",37.516046,-121.9790508
114,"584 Alcalde Ct, Fremont, CA 94539, USA",37.5233768,-121.924
115,"564 Alcalde Ct, Fremont, CA 94539, USA",37.5235341,-121.9238201
117,"43757 Excelso Dr, Fremont, CA 94539, USA",37.5243606,-121.9235333
119,"43742 Excelso Dr, Fremont, CA 94539, USA",37.5247675,-121.9231777
120,"4293 Jacinto Dr, Fremont, CA 94536, USA",37.5636963,-122.027029
121,"4279 Jacinto Dr, Fremont, CA 94536, USA",37.5638115,-122.0268958
122,"4265 Jacinto Dr, Fremont, CA 94536, USA",37.5639506,-122.0268069
123,"Fremont Blvd:Alder Av (American Sr High School), Fremont, CA 94536, USA",37.562858,-122.01615
126,"4112 Alder Com, Fremont, CA 94536, USA",37.562175,-122.0181779
127,"4104 Tawny Terrace, Fremont, CA 94536, USA",37.56235,-122.0181506
128,"4100 Tawny Terrace, Fremont, CA 94536, USA",37.5623787,-122.0180734
129,"4094 Alder Terrace, Fremont, CA 94536, USA",37.5628219,-122.0188004
130,"4098 Alder Terrace, Fremont, CA 94536, USA",37.5627607,-122.0187911
131,"4081 Fremont Blvd, Fremont, CA 94536, USA",37.5630441,-122.018592
132,"4280 Alder Ave, Fremont, CA 94536, USA",37.5592754,-122.0183692
133,"4260 Alder Ave, Fremont, CA 94536, USA",37.5594274,-122.0182272
134,"4256 Alder Ave, Fremont, CA 94536, USA",37.5595419,-122.0180937
135,"225 Aleut Ct, Fremont, CA 94539, USA",37.500763,-121.9169463
137,"275 Aleut Ct, Fremont, CA 94539, USA",37.5010076,-121.9169401
138,"4599 Alhambra Dr, Fremont, CA 94536, USA",37.5599626,-122.0289725
139,"4595 Alhambra Dr, Fremont, CA 94536, USA",37.5600657,-122.0287608
141,"36413 Alicante Dr, Fremont, CA 94536, USA",37.5584414,-122.0216491
143,"4390 La Cosa Ave, Fremont, CA 94536, USA",37.5586397,-122.0212781
144,"2837 Alice Ct, Fremont, CA 94539, USA",37.5347122,-121.9493917
145,"2813 Alice Ct, Fremont, CA 94539, USA",37.5347544,-121.9492405
147,"34642 Allegheny Ct, Fremont, CA 94555, USA",37.5699524,-122.0395147
149,"34645 Mooney Ct, Fremont, CA 94555, USA",37.570184,-122.0393604
150,"4884 Allegro Ct, Fremont, CA 94538, USA",37.5198979,-121.9769705
152,"4812 Allegro Ct, Fremont, CA 94538, USA",37.5200694,-121.9765262
153,"36957 Allen Ct, Fremont, CA 94536, USA",37.5597838,-122.0132707
155,"4075 Thornton Ave, Fremont, CA 94536, USA",37.5598694,-122.0128245
156,"41206 Alline St, Fremont, CA 94538, USA",37.5290892,-121.9672375
157,"41192 Alline St, Fremont, CA 94538, USA",37.5292657,-121.9672883
158,"41205 Thurston St, Fremont, CA 94538, USA",37.529287,-121.9669182
159,"4003 Allyson Terrace, Fremont, CA 94538, USA",37.52663769999999,-121.9583983
160,"4015 Allyson Terrace, Fremont, CA 94538, USA",37.52669909999999,-121.9583842
162,"38684 Alma St, Fremont, CA 94536, USA",37.53813299999999,-122.0034109
164,"38707 Blacow Rd, Fremont, CA 94536, USA",37.5383813,-122.0031917
165,"38774 Almaden Pl, Fremont, CA 94536, USA",37.5701256,-121.9613863
168,"176 Almeria Ave, Fremont, CA 94539, USA",37.5601259,-121.9512756
169,"198 Almeria Ave, Fremont, CA 94539, USA",37.560275,-121.9510883
171,"46945 Aloe Ct, Fremont, CA 94539, USA",37.4934502,-121.917798
173,"46935 Aloe Ct, Fremont, CA 94539, USA",37.4936553,-121.9175043
174,"4676 Alonso Ct, Fremont, CA 94555, USA",37.5738248,-122.0578877
176,"4648 Alonso Ct, Fremont, CA 94555, USA",37.5740547,-122.0576161
177,"3070 Alpine Ct, Fremont, CA 94555, USA",37.5854168,-122.0407145
178,"2916 Mountain Dr, Fremont, CA 94555, USA",37.5856121,-122.0407134
179,"2912 Mountain Dr, Fremont, CA 94555, USA",37.5857291,-122.0405788
180,"3232 Alpine Dr, Fremont, CA 94555, USA",37.5843461,-122.041558
181,"3212 Alpine Dr, Fremont, CA 94555, USA",37.5844858,-122.0414776
182,"3192 Alpine Dr, Fremont, CA 94555, USA",37.584624,-122.0413805
183,"786 Alsion Ct, Fremont, CA 94539, USA",37.5299999,-121.9290166
185,"762 Alsion Ct, Fremont, CA 94539, USA",37.5301235,-121.9285611
186,"37744 Alta Ct, Fremont, CA 94536, USA",37.5427761,-122.0123895
187,"37764 Alta Ct, Fremont, CA 94536, USA",37.5428514,-122.0123736
188,"37749 Blacow Rd, Fremont, CA 94536, USA",37.5431362,-122.012194
189,"38166 Alta Dr, Fremont, CA 94536, USA",37.54055839999999,-122.0090101
190,"38152 Alta Dr, Fremont, CA 94536, USA",37.54075700000001,-122.0090898
191,"5015 Mattos Ct, Fremont, CA 94536, USA",37.5407902,-122.0086867
192,"48173 Alta Vista Terrace, Fremont, CA 94539, USA",37.47842139999999,-121.9131539
195,"3540 Altamira Terrace, Fremont, CA 94536, USA",37.5608987,-122.0022849
197,"3538 Altamira Terrace, Fremont, CA 94536, USA",37.5609512,-122.0020488
198,"3566 Sutton Loop, Fremont, CA 94536, USA",37.5577704,-121.9984257
199,"3352 Alton Ct, Fremont, CA 94536, USA",37.5579525,-121.9982048
201,"38889 Altura St, Fremont, CA 94536, USA",37.5697959,-121.9604422
203,"38882 Altura St, Fremont, CA 94536, USA",37.57021599999999,-121.9600423
204,"2684 Middlefield Ave, Fremont, CA 94539, USA",37.5298161,-121.9461778
206,"2658 Middlefield Ave, Fremont, CA 94539, USA",37.5297974,-121.9458667
207,"197 Alice St, Fremont, CA 94555, USA",37.5770297,-122.0545648
208,"105 Judie St, Fremont, CA 94555, USA",37.5771858,-122.0543628
210,"4424 Amador Rd, Fremont, CA 94538, USA",37.5409977,-121.9888823
211,"4420 Amador Rd, Fremont, CA 94538, USA",37.5411381,-121.9887376
212,"4416 Amador Rd, Fremont, CA 94538, USA",37.5412448,-121.9886602
213,"41040 Amapola Dr, Fremont, CA 94539, USA",37.5473671,-121.9436921
214,"41040 Amapola Ct, Fremont, CA 94539, USA",37.5474136,-121.9435978
216,"40970 Amapola Dr, Fremont, CA 94539, USA",37.5474481,-121.9442229
217,"41000 Amapola Ct, Fremont, CA 94539, USA",37.547529,-121.9440911
219,"40658 Ambar Pl, Fremont, CA 94539, USA",37.54874119999999,-121.9508936
221,"40640 Ambar Pl, Fremont, CA 94539, USA",37.5488829,-121.9510772
222,"637 Amberfield Terrace, Fremont, CA 94536, USA",37.5669252,-121.9749268
223,"625 Amberfield Terrace, Fremont, CA 94536, USA",37.5670241,-121.9749712
224,"38481 Crosspointe Common, Fremont, CA 94536, USA",37.5671709,-121.9747221
225,"1700 Quartz Terrace, Fremont, CA 94555, USA",37.5638189,-122.0540816
226,"34254 Quartz Terrace, Fremont, CA 94555, USA",37.5638015,-122.0540467
227,"5179 Amberwood Dr, Fremont, CA 94555, USA",37.5642423,-122.0539365
228,"4117 Ameca Ct, Fremont, CA 94536, USA",37.5688273,-122.0304838
231,"36430 Ames Terrace, Fremont, CA 94536, USA",37.5764086,-121.9968621
232,"36440 Ames Terrace, Fremont, CA 94536, USA",37.5764156,-121.9967671
233,"36421 Bendel Terrace, Fremont, CA 94536, USA",37.5766192,-121.9966216
234,"40372 Linaria Cir, Fremont, CA 94538, USA",37.523734,-121.9822514
235,"40342 Linaria Cir, Fremont, CA 94538, USA",37.523928,-121.9821111
237,"4627 Amiens Ave, Fremont, CA 94555, USA",37.571532,-122.0517341
238,"4615 Amiens Ave, Fremont, CA 94555, USA",37.5716116,-122.0515594
239,"4607 Amiens Ave, Fremont, CA 94555, USA",37.57168619999999,-122.0513961
240,"4473 Amiens Ct, Fremont, CA 94555, USA",37.5721508,-122.0493539
241,"4461 Amiens Ave, Fremont, CA 94555, USA",37.5723416,-122.049186
243,"72 Amorok Way, Fremont, CA 94539, USA",37.4995579,-121.9189993
245,"82 Amorok Way, Fremont, CA 94539, USA",37.4998096,-121.9189104
246,"40642 Andante St, Fremont, CA 94538, USA",37.5212316,-121.9781143
247,"4964 Adagio Ct, Fremont, CA 94538, USA",37.5214373,-121.9778271
249,"41523 Beatrice St, Fremont, CA 94539, USA",37.5354388,-121.9503995
251,"41524 Beatrice St, Fremont, CA 94539, USA",37.5357501,-121.9500673
252,"40450 Andorra Ct, Fremont, CA 94539, USA",37.5528736,-121.9503711
253,"40466 Andorra Ct, Fremont, CA 94539, USA",37.5530258,-121.9502218
255,"4444 Faulkner Dr, Fremont, CA 94536, USA",37.5502612,-122.0060667
257,"4436 Faulkner Dr, Fremont, CA 94536, USA",37.5505809,-122.0058072
258,"5578 Andromeda Cir, Fremont, CA 94538, USA",37.5221862,-121.9835456
259,"5568 Andromeda Cir, Fremont, CA 94538, USA",37.5223013,-121.9834123
260,"5558 Andromeda Cir, Fremont, CA 94538, USA",37.522478,-121.9833235
261,"4526 Angeles Ave, Fremont, CA 94536, USA",37.5625062,-122.0331976
262,"4520 Angeles Ave, Fremont, CA 94536, USA",37.56257859999999,-122.0329926
263,"4514 Angeles Ave, Fremont, CA 94536, USA",37.5626408,-122.0328311
264,"1107 Angelfish Terrace, Fremont, CA 94536, USA",37.55984050000001,-121.9727227
265,"1087 Vardin Terrace, Fremont, CA 94536, USA",37.5600171,-121.972519
267,"34220 Angus Ct, Fremont, CA 94555, USA",37.5712229,-122.0471913
269,"4548 Donalbain Cir, Fremont, CA 94555, USA",37.5714683,-122.0468772
270,"4092 Coriander Terrace, Fremont, CA 94538, USA",37.5234681,-121.9586648
271,"4085 Coriander Terrace, Fremont, CA 94538, USA",37.5236001,-121.9586156
272,"4057 Coriander Terrace, Fremont, CA 94538, USA",37.5236475,-121.9584203
273,"37283 Ann Marie Terrace, Fremont, CA 94536, USA",37.5492256,-122.0169856
276,"38104 Miller Pl, Fremont, CA 94536, USA",37.5602484,-121.9909712
278,"2627 Ann St, Fremont, CA 94536, USA",37.5606434,-121.9908019
279,"2178 Annapolis Dr, Fremont, CA 94539, USA",37.5199463,-121.9362672
280,"2154 Annapolis Dr, Fremont, CA 94539, USA",37.5200614,-121.9361339
281,"2130 Annapolis Dr, Fremont, CA 94539, USA",37.5202381,-121.936045
282,"47728 Ansel Ct, Fremont, CA 94539, USA",37.479336,-121.918346
283,"47726 Ansel Ct, Fremont, CA 94539, USA",37.4793493,-121.9183809
285,"45530 Antelope Dr, Fremont, CA 94539, USA",37.5060502,-121.916799
288,"40201 Antigua Rose Terrace, Fremont, CA 94538, USA",37.5334417,-121.9750573
289,"40203 Antigua Rose Terrace, Fremont, CA 94538, USA",37.5334643,-121.9749391
290,"40200 Antigua Rose Terrace, Fremont, CA 94538, USA",37.5336553,-121.9748956
291,"5668 Antone Rd, Fremont, CA 94538, USA",37.5153035,-121.9731941
292,"5660 Antone Rd, Fremont, CA 94538, USA",37.5154534,-121.9731941
294,"303 Anza St, Fremont, CA 94539, USA",37.5300306,-121.9223776
295,"43485 Bryant St, Fremont, CA 94539, USA",37.5300841,-121.9221998
300,"34394 Pedrini Terrace, Fremont, CA 94555, USA",37.5563645,-122.0608459
301,"34406 Pedrini Terrace, Fremont, CA 94555, USA",37.5564353,-122.0607321
302,"6031 Commerce Dr, Fremont, CA 94555, USA",37.5566183,-122.0605996
303,"45600 Cherokee Ln, Fremont, CA 94539, USA",37.5022359,-121.9219997
304,"45596 Cherokee Ln, Fremont, CA 94539, USA",37.5023966,-121.9220886
305,"45601 Cheyenne Pl, Fremont, CA 94539, USA",37.5026321,-121.9215552
306,"38934 Applegate Terrace, Fremont, CA 94536, USA",37.5626962,-121.9674235
308,"38936 Cherry Ct, Fremont, CA 94536, USA",37.563046,-121.9670149
309,"37808 Appletree Ct, Fremont, CA 94536, USA",37.5644958,-121.994178
310,"37804 Appletree Ct, Fremont, CA 94536, USA",37.5646657,-121.9942246
311,"37811 Jasmine Ct, Fremont, CA 94536, USA",37.5646145,-121.993844
312,"42846 Applewood St, Fremont, CA 94538, USA",37.51769549999999,-121.9627385
314,"42865 Peachwood St, Fremont, CA 94538, USA",37.51796660000001,-121.9624747
315,"41477 Apricot Ln, Fremont, CA 94539, USA",37.5388009,-121.9471999
317,"41478 Apricot Ln, Fremont, CA 94539, USA",37.5391435,-121.9469333
318,"35212 Aquado Ct, Fremont, CA 94536, USA",37.5675408,-122.0322585
320,"4180 Vincente St, Fremont, CA 94536, USA",37.5678738,-122.0321829
321,"Ohlone College-Key C, Fremont, CA 94539, USA",37.5283498,-121.9133859
324,"44399 Arapaho Ave, Fremont, CA 94539, USA",37.5120624,-121.932441
325,"44390 Arapaho Ave, Fremont, CA 94539, USA",37.5120723,-121.9323941
326,"44372 Arapaho Ave, Fremont, CA 94539, USA",37.5122528,-121.9324465
327,"2062 Arapaho Pl, Fremont, CA 94539, USA",37.5115511,-121.9329741
329,"2016 Arapaho Pl, Fremont, CA 94539, USA",37.5116353,-121.9326228
330,"35171 Arbordale Ct, Fremont, CA 94536, USA",37.57308,-122.0292774
332,"35170 Arbordale Ct, Fremont, CA 94536, USA",37.5733912,-122.0290188
333,"34125 Gannon Terrace, Fremont, CA 94555, USA",37.561799,-122.0607733
334,"34130 Gannon Terrace, Fremont, CA 94555, USA",37.5619772,-122.0605804
336,"48245 Arcadian St, Fremont, CA 94539, USA",37.4762433,-121.9132872
338,"48239 Arcadian St, Fremont, CA 94539, USA",37.47638,-121.9133317
339,"2185 Archer Ave, Fremont, CA 94536, USA",37.5630487,-121.989902
340,"2145 Archer Ave, Fremont, CA 94536, USA",37.5630975,-121.9897205
341,"38081 Archer Ct, Fremont, CA 94536, USA",37.5633222,-121.9897205
342,"38066 Archer Ct, Fremont, CA 94536, USA",37.5635092,-121.9890838
344,"1964 Bishop Ave, Fremont, CA 94536, USA",37.5637581,-121.9887883
348,"37984 Bright Common, Fremont, CA 94536, USA",37.5596586,-121.9936202
351,"6550 Dumbarton Cir Suite A, Fremont, CA 94555, USA",37.550123,-122.0580175
354,"34258 Trampini Common, Fremont, CA 94555, USA",37.5584135,-122.0628603
355,"34246 Trampini Common, Fremont, CA 94555, USA",37.5584376,-122.0627155
357,"34759 Ardenwood Blvd, Fremont, CA 94555, USA",37.5519749,-122.0548172
358,"34759 Ardenwood Terrace, Fremont, CA 94555, USA",37.5519965,-122.0548628
360,"35350 Ardo Ct, Fremont, CA 94536, USA",37.5659426,-122.0311144
362,"4246 Ardo St, Fremont, CA 94536, USA",37.566194,-122.0310256
366,"38840 Argonaut Way, Fremont, CA 94536, USA",37.5466555,-121.9924812
369,"39065 Fremont Hub, Fremont, CA 94538, USA",37.5448672,-121.9899878
372,"37714 Argyle Rd, Fremont, CA 94536, USA",37.5545188,-122.0036238
374,"37711 Fremont Blvd, Fremont, CA 94536, USA",37.5546742,-122.0033573
378,"4654 Ariel Ave, Fremont, CA 94555, USA",37.5736529,-122.0567665
380,"33592 Trinculo Ln, Fremont, CA 94555, USA",37.5740062,-122.0565509
381,"4501 Ariel Ave, Fremont, CA 94555, USA",37.5747735,-122.0557506
382,"4491 Ariel Ave, Fremont, CA 94555, USA",37.5749484,-122.0556663
383,"4489 Ariel Ave, Fremont, CA 94555, USA",37.5750474,-122.0555791
384,"788 Arikara Ct, Fremont, CA 94539, USA",37.5028118,-121.926378
387,"901 Arikara Dr, Fremont, CA 94539, USA",37.502361,-121.9276892
390,"48472 Arkansas Pl, Fremont, CA 94539, USA",37.4700881,-121.9160433
392,"48437 Cereus Ct, Fremont, CA 94539, USA",37.4703425,-121.915821
393,"43274 Arkwood St, Fremont, CA 94538, USA",37.5146279,-121.9619927
395,"43275 Cedarwood Dr, Fremont, CA 94538, USA",37.5147644,-121.9616632
396,"37750 Arlene Ct, Fremont, CA 94536, USA",37.561805,-121.9966807
399,"2781 Arlington Pl, Fremont, CA 94555, USA",37.585994,-122.0350442
402,"47238 Armata St, Fremont, CA 94539, USA",37.4850544,-121.9237882
404,"47221 Cavanaugh Common, Fremont, CA 94539, USA",37.4852307,-121.923554
405,"3770 Armour Ct, Fremont, CA 94555, USA",37.5731403,-122.0314635
406,"3778 Armour Ct, Fremont, CA 94555, USA",37.5731696,-122.0313882
408,"3788 Silverlock Rd, Fremont, CA 94555, USA",37.5732025,-122.0323577
409,"3768 Silverlock Rd, Fremont, CA 94555, USA",37.573379,-122.0322689
410,"3748 Silverlock Rd, Fremont, CA 94555, USA",37.5734942,-122.0321357
411,"904 Arrowtail Terrace, Fremont, CA 94536, USA",37.5625827,-121.9735366
414,"286 Arroz Pl, Fremont, CA 94536, USA",37.5677846,-121.959909
417,"508 Ashland Terrace, Fremont, CA 94536, USA",37.5686027,-121.9746996
418,"521 Ashland Terrace, Fremont, CA 94536, USA",37.568687,-121.9748108
420,"35908 Ashton Pl, Fremont, CA 94536, USA",37.5677319,-122.0209228
422,"35909 Blair Pl, Fremont, CA 94536, USA",37.5678817,-122.0206482
423,"4427 Ashwood Common, Fremont, CA 94538, USA",37.5209102,-121.9632706
424,"4423 Ashwood Common, Fremont, CA 94538, USA",37.520943,-121.9631866
425,"4421 Ashwood Common, Fremont, CA 94538, USA",37.5209804,-121.963063
426,"3485 Bridgewood Terrace, Fremont, CA 94536, USA",37.5630697,-122.0059335
428,"3419 Aspenwood Common, Fremont, CA 94536, USA",37.5632315,-122.0060246
429,"36075 Asquith Pl, Fremont, CA 94536, USA",37.5612514,-122.0239641
431,"36085 Asquith Pl, Fremont, CA 94536, USA",37.5613109,-122.0235289
432,"34123 Asti Terrace, Fremont, CA 94555, USA",37.559656,-122.0627936
434,"34116 Asti Terrace, Fremont, CA 94555, USA",37.5601138,-122.0625064
435,"38524 Athy Ct, Fremont, CA 94536, USA",37.5641716,-121.9776505
437,"38500 Athy Ct, Fremont, CA 94536, USA",37.564524,-121.9774729
438,"38538 Athy Ct, Fremont, CA 94536, USA",37.5638503,-121.9775376
440,"1049 Barry Way, Fremont, CA 94536, USA",37.5640604,-121.9770371
441,"34363 Atteridge Ct, Fremont, CA 94555, USA",37.5802304,-122.0344891
443,"34376 Atteridge Ct, Fremont, CA 94555, USA",37.5804595,-122.0341065
444,"34226 Atteridge Pl, Fremont, CA 94555, USA",37.5812007,-122.0353125
447,"3462 Atwater Ct, Fremont, CA 94536, USA",37.5651246,-122.0096607
448,"3450 Atwater Ct, Fremont, CA 94536, USA",37.565223,-122.0094779
449,"3438 Atwater Ct, Fremont, CA 94536, USA",37.5653238,-122.0093496
450,"47300 Kato Rd, Fremont, CA 94538, USA",37.4800081,-121.9330005
451,"1410 Auburn St, Fremont, CA 94538, USA",37.4800653,-121.9329949
453,"34272 Auckland Pl, Fremont, CA 94555, USA",37.5793749,-122.036691
455,"34297 Newton Pl, Fremont, CA 94555, USA",37.5796307,-122.0364717
456,"34216 Auckland Pl, Fremont, CA 94555, USA",37.5795702,-122.0372795
457,"34236 Auckland Pl, Fremont, CA 94555, USA",37.5796403,-122.0370602
458,"34243 Newton Pl, Fremont, CA 94555, USA",37.5798168,-122.0368368
459,"3191 Langhorn Dr, Fremont, CA 94555, USA",37.5821248,-122.0368869
460,"3177 Langhorn Dr, Fremont, CA 94555, USA",37.58224,-122.0367537
461,"3163 Langhorn Dr, Fremont, CA 94555, USA",37.5823791,-122.0366649
462,"34135 Audrey Ct, Fremont, CA 94555, USA",37.57051939999999,-122.0503799
464,"4620 Celia Ct, Fremont, CA 94555, USA",37.5708965,-122.0502515
465,"5301 Audubon Park Ct, Fremont, CA 94538, USA",37.5203485,-121.9738555
467,"4826 Claremont Park Ct, Fremont, CA 94538, USA",37.5207124,-121.9735027
468,"35788 Augustine Ct, Fremont, CA 94536, USA",37.5719797,-122.015971
471,"35778 Augustine Pl, Fremont, CA 94536, USA",37.5719862,-122.0170171
473,"35778 Augustine Ct, Fremont, CA 94536, USA",37.5721259,-122.016726
474,"38662 Aurora Terrace, Fremont, CA 94536, USA",37.568622,-121.965359
476,"38728 Aurora Terrace, Fremont, CA 94536, USA",37.5686565,-121.964937
477,"43473 Boscell Rd j3, Fremont, CA 94538, USA",37.4980415,-121.9775361
480,"G25M+39 Fremont, CA, USA",37.5076894,-121.9665398
481,"G25M+4C Fremont, CA, USA",37.5077894,-121.9664398
482,"4901-4999 Auto Mall Pkwy, Fremont, CA 94538, USA",37.5079169,-121.9663959
483,"5006 Autumn Gold Common, Fremont, CA 94536, USA",37.54478520000001,-122.0153936
485,"4992 Roselle Common, Fremont, CA 94536, USA",37.5452536,-122.0150828
486,"37827 Argyle Rd, Fremont, CA 94536, USA",37.5536092,-122.0028273
488,"37836 Argyle Rd, Fremont, CA 94536, USA",37.553918,-122.0025134
489,"47988 Avalon Heights Terrace, Fremont, CA 94539, USA",37.4821984,-121.8976638
492,"1001 Avila Terraza, Fremont, CA 94538, USA",37.5596447,-121.9672261
493,"973 Avila Terraza, Fremont, CA 94538, USA",37.5596971,-121.9671456
494,"929 Avila Terraza, Fremont, CA 94538, USA",37.5598988,-121.966996
495,"508 Avington Terrace, Fremont, CA 94536, USA",37.5683296,-121.9746131
496,"519 Avington Terrace, Fremont, CA 94536, USA",37.5684255,-121.974659
498,"3906 Avocet Terrace, Fremont, CA 94555, USA",37.57883289999999,-122.0461817
499,"3894 Avocet Terrace, Fremont, CA 94555, USA",37.57888080000001,-122.0461138
500,"3882 Avocet Terrace, Fremont, CA 94555, USA",37.5788972,-122.0460929
501,"617 Azevedo Common, Fremont, CA 94539, USA",37.5317791,-121.9276034
502,"43236 Livermore Common, Fremont, CA 94539, USA",37.5319469,-121.9276384
